curve_label,source,conductor,generator_twists,old_source_replayed_twists,current_twists,removed_by_new_gcd,added_by_disc_gate_deletion,hidden_both_blocked,semantic_class
27330j1,Zha16_no_2_tors,27330,2,2,2,0,0,0,UNCHANGED
273315v1,Zha16_no_2_tors,273315,2,2,2,0,0,0,UNCHANGED
273326c1,Zha16_no_2_tors,273326,6,6,6,0,0,0,UNCHANGED
273362a1,CLZ20,273362,1,1,1,0,0,0,UNCHANGED
273378b1,Zha16_no_2_tors,273378,1,1,1,0,0,0,UNCHANGED
273378f1,Zha16_no_2_tors,273378,1,1,1,0,0,0,UNCHANGED
273379a1,Zha16_no_2_tors,273379,23,23,23,0,0,0,UNCHANGED
273381a1,CLZ20,273381,1,1,1,0,0,0,UNCHANGED
273385f1,Zha16_no_2_tors,273385,1,1,1,0,0,0,UNCHANGED
273385g1,Zha16_no_2_tors,273385,2,2,2,0,0,0,UNCHANGED
273390g1,Zha16_no_2_tors,273390,3,3,3,0,0,0,UNCHANGED
2733a1,CLZ20,2733,1,1,1,0,0,0,UNCHANGED
273406f1,Zha16_no_2_tors,273406,4,4,4,0,0,0,UNCHANGED
273410b1,Zha16_no_2_tors,273410,3,3,2,1,0,0,SHRINK_ONLY
273410e1,Zha16_no_2_tors,273410,3,3,2,1,0,0,SHRINK_ONLY
273453a1,CLZ20,273453,1,1,1,0,0,0,UNCHANGED
273462d1,Zha16_no_2_tors,273462,1,1,1,0,0,0,UNCHANGED
27349a1,Zha16_no_2_tors,27349,16,16,16,0,0,0,UNCHANGED
27349b1,Zha16_no_2_tors,27349,27,27,15,12,0,0,SHRINK_ONLY
273531b1,Zha16_no_2_tors,273531,11,11,11,0,0,0,UNCHANGED
273531f1,Zha16_no_2_tors,273531,11,11,11,0,0,0,UNCHANGED
27354a1,Zha16_no_2_tors,27354,4,4,4,0,0,0,UNCHANGED
27354b1,Zha16_no_2_tors,27354,4,4,4,0,0,0,UNCHANGED
273558b1,Zha16_no_2_tors,273558,3,3,3,0,0,0,UNCHANGED
273558c1,Zha16_no_2_tors,273558,3,3,3,0,0,0,UNCHANGED
273570j1,Zha16_no_2_tors,273570,1,1,1,0,0,0,UNCHANGED
273570n1,Zha16_no_2_tors,273570,1,1,1,0,0,0,UNCHANGED
273599a1,Zha16_no_2_tors,273599,23,23,23,0,0,0,UNCHANGED
273606c1,Zha16_no_2_tors,273606,3,3,3,0,0,0,UNCHANGED
273619a1,Zha16_no_2_tors,273619,21,21,21,0,0,0,UNCHANGED
273619c1,Zha16_no_2_tors,273619,25,25,25,0,0,0,UNCHANGED
273622a1,Zha16_no_2_tors,273622,17,17,17,0,0,0,UNCHANGED
27362a1,Zha16_no_2_tors,27362,16,16,16,0,0,0,UNCHANGED
273634b1,Zha16_no_2_tors,273634,2,2,2,0,0,0,UNCHANGED
273637b1,Zha16_no_2_tors,273637,3,3,3,0,0,0,UNCHANGED
273642c1,Zha16_no_2_tors,273642,2,2,2,0,0,0,UNCHANGED
273649a1,CLZ20,273649,5,5,5,0,0,0,UNCHANGED
273667a1,Zha16_no_2_tors,273667,11,11,11,0,0,0,UNCHANGED
273685e1,Zha16_no_2_tors,273685,10,10,10,0,0,0,UNCHANGED
273687b1,Zha16_no_2_tors,273687,13,13,13,0,0,0,UNCHANGED
273693c1,Zha16_no_2_tors,273693,7,7,7,0,0,0,UNCHANGED
273710b1,Zha16_no_2_tors,273710,6,6,6,0,0,0,UNCHANGED
273710c1,Zha16_no_2_tors,273710,6,6,6,0,0,0,UNCHANGED
273742f1,Zha16_no_2_tors,273742,6,6,6,0,0,0,UNCHANGED
273770f1,Zha16_no_2_tors,273770,5,5,3,2,0,0,SHRINK_ONLY
273786a1,Zha16_no_2_tors,273786,5,5,5,0,0,0,UNCHANGED
273795f1,Zha16_no_2_tors,273795,4,4,4,0,0,0,UNCHANGED
27379a1,CLZ20,27379,1,1,1,0,0,0,UNCHANGED
273810b1,Zha16_no_2_tors,273810,2,2,2,0,0,0,UNCHANGED
273810f1,Zha16_no_2_tors,273810,2,2,2,0,0,0,UNCHANGED
273811a1,Zha16_no_2_tors,273811,17,17,17,0,0,0,UNCHANGED
273835a1,Zha16_no_2_tors,273835,13,13,13,0,0,0,UNCHANGED
273846a1,Zha16_no_2_tors,273846,12,12,12,0,0,0,UNCHANGED
273853b1,Zha16_no_2_tors,273853,6,6,6,0,0,0,UNCHANGED
273854a1,Zha16_no_2_tors,273854,6,6,6,0,0,0,UNCHANGED
273854b1,Zha16_no_2_tors,273854,6,6,6,0,0,0,UNCHANGED
273858k1,Zha16_no_2_tors,273858,4,4,4,0,0,0,UNCHANGED
273867a1,Zha16_no_2_tors,273867,3,3,3,0,0,0,UNCHANGED
273867b1,Zha16_no_2_tors,273867,4,4,4,0,0,0,UNCHANGED
273867f1,Zha16_no_2_tors,273867,4,4,4,0,0,0,UNCHANGED
273867h1,Zha16_no_2_tors,273867,5,5,5,0,0,0,UNCHANGED
273882a1,Zha16_no_2_tors,273882,2,2,2,0,0,0,UNCHANGED
273882f1,Zha16_no_2_tors,273882,2,2,2,0,0,0,UNCHANGED
27390a1,Zha16_no_2_tors,27390,2,2,2,0,0,0,UNCHANGED
27390bb1,Zha16_no_2_tors,27390,2,2,2,0,0,0,UNCHANGED
27390bf1,Zha16_no_2_tors,27390,1,1,1,0,0,0,UNCHANGED
27390n1,Zha16_no_2_tors,27390,1,1,1,0,0,0,UNCHANGED
27390p1,Zha16_no_2_tors,27390,2,2,2,0,0,0,UNCHANGED
27390r1,Zha16_no_2_tors,27390,2,2,2,0,0,0,UNCHANGED
27390t1,Zha16_no_2_tors,27390,1,1,1,0,0,0,UNCHANGED
273918a1,Zha16_no_2_tors,273918,3,3,3,0,0,0,UNCHANGED
273918c1,Zha16_no_2_tors,273918,3,3,3,0,0,0,UNCHANGED
273918g1,Zha16_no_2_tors,273918,2,2,2,0,0,0,UNCHANGED
273934a1,Zha16_no_2_tors,273934,9,9,9,0,0,0,UNCHANGED
273934b1,Zha16_no_2_tors,273934,9,9,9,0,0,0,UNCHANGED
273938c1,Zha16_no_2_tors,273938,5,5,3,2,0,0,SHRINK_ONLY
273994b1,Zha16_no_2_tors,273994,11,11,11,0,0,0,UNCHANGED
2739f1,CLZ20,2739,1,1,1,0,0,0,UNCHANGED
274001c1,Zha16_no_2_tors,274001,12,12,9,3,0,0,SHRINK_ONLY
274002a1,CLZ20,274002,1,1,1,0,0,0,UNCHANGED
274015a1,Zha16_no_2_tors,274015,7,7,7,0,0,0,UNCHANGED
274083a1,Zha16_no_2_tors,274083,9,9,9,0,0,0,UNCHANGED
274085d1,Zha16_no_2_tors,274085,4,4,4,0,0,0,UNCHANGED
274085e1,Zha16_no_2_tors,274085,4,4,4,0,0,0,UNCHANGED
274094b1,Zha16_no_2_tors,274094,7,7,7,0,0,0,UNCHANGED
274114a1,Zha16_no_2_tors,274114,6,6,6,0,0,0,UNCHANGED
274133b1,CLZ20,274133,1,1,1,0,0,0,UNCHANGED
274146a1,CLZ20,274146,1,1,1,0,0,0,UNCHANGED
274154a1,Zha16_no_2_tors,274154,33,33,19,14,0,0,SHRINK_ONLY
274162a1,CLZ20,274162,1,1,1,0,0,0,UNCHANGED
274170h1,Zha16_no_2_tors,274170,1,1,1,0,0,0,UNCHANGED
274170n1,Zha16_no_2_tors,274170,1,1,1,0,0,0,UNCHANGED
274173a1,Zha16_no_2_tors,274173,7,7,7,0,0,0,UNCHANGED
274195a1,Zha16_no_2_tors,274195,4,4,4,0,0,0,UNCHANGED
274195c1,Zha16_no_2_tors,274195,4,4,4,0,0,0,UNCHANGED
274198a1,Zha16_no_2_tors,274198,4,4,4,0,0,0,UNCHANGED
274206g1,Zha16_no_2_tors,274206,7,7,7,0,0,0,UNCHANGED
274206i1,Zha16_no_2_tors,274206,7,7,7,0,0,0,UNCHANGED
274222a1,Zha16_no_2_tors,274222,8,8,6,2,0,0,SHRINK_ONLY
274245a1,Zha16_no_2_tors,274245,2,2,2,0,0,0,UNCHANGED
274245h1,Zha16_no_2_tors,274245,2,2,2,0,0,0,UNCHANGED
274251d1,Zha16_no_2_tors,274251,10,10,10,0,0,0,UNCHANGED
274258a1,Zha16_no_2_tors,274258,9,9,9,0,0,0,UNCHANGED
274310b1,Zha16_no_2_tors,274310,6,6,4,2,0,0,SHRINK_ONLY
274314a1,Zha16_no_2_tors,274314,3,3,3,0,0,0,UNCHANGED
274323a1,Zha16_no_2_tors,274323,5,5,5,0,0,0,UNCHANGED
274326f1,Zha16_no_2_tors,274326,3,3,3,0,0,0,UNCHANGED
274379a1,CLZ20,274379,1,1,1,0,0,0,UNCHANGED
274398b1,Zha16_no_2_tors,274398,1,1,1,0,0,0,UNCHANGED
274429b1,Zha16_no_2_tors,274429,21,21,21,0,0,0,UNCHANGED
274445c1,Zha16_no_2_tors,274445,6,6,6,0,0,0,UNCHANGED
274467b1,Zha16_no_2_tors,274467,11,11,11,0,0,0,UNCHANGED
27447b1,CLZ20,27447,1,1,1,0,0,0,UNCHANGED
274507a1,Zha16_no_2_tors,274507,17,17,17,0,0,0,UNCHANGED
274515a1,Zha16_no_2_tors,274515,8,8,8,0,0,0,UNCHANGED
27454d1,Zha16_no_2_tors,27454,2,2,2,0,0,0,UNCHANGED
27454e1,Zha16_no_2_tors,27454,2,2,2,0,0,0,UNCHANGED
274565b1,Zha16_no_2_tors,274565,9,9,6,3,0,0,SHRINK_ONLY
274566b1,Zha16_no_2_tors,274566,3,3,3,0,0,0,UNCHANGED
274566d1,Zha16_no_2_tors,274566,3,3,3,0,0,0,UNCHANGED
274574d1,Zha16_no_2_tors,274574,3,3,2,1,0,0,SHRINK_ONLY
27458a1,Zha16_no_2_tors,27458,13,13,6,7,0,0,SHRINK_ONLY
274594a1,Zha16_no_2_tors,274594,9,9,9,0,0,0,UNCHANGED
274629a1,Zha16_no_2_tors,274629,9,9,9,0,0,0,UNCHANGED
274629c1,Zha16_no_2_tors,274629,9,9,9,0,0,0,UNCHANGED
274630e1,Zha16_no_2_tors,274630,4,4,4,0,0,0,UNCHANGED
274659a1,Zha16_no_2_tors,274659,1,1,1,0,0,0,UNCHANGED
274659k1,Zha16_no_2_tors,274659,1,1,1,0,0,0,UNCHANGED
27465a1,Zha16_no_2_tors,27465,10,10,10,0,0,0,UNCHANGED
27465c1,Zha16_no_2_tors,27465,10,10,10,0,0,0,UNCHANGED
274701e1,Zha16_no_2_tors,274701,4,4,4,0,0,0,UNCHANGED
274702a1,Zha16_no_2_tors,274702,8,8,8,0,0,0,UNCHANGED
274715e1,Zha16_no_2_tors,274715,2,2,2,0,0,0,UNCHANGED
274730c1,Zha16_no_2_tors,274730,2,2,2,0,0,0,UNCHANGED
27474d1,Zha16_no_2_tors,27474,3,3,3,0,0,0,UNCHANGED
274765b1,Zha16_no_2_tors,274765,11,11,7,4,0,0,SHRINK_ONLY
274771a1,Zha16_no_2_tors,274771,9,9,9,0,0,0,UNCHANGED
274773a1,Zha16_no_2_tors,274773,15,15,15,0,0,0,UNCHANGED
274778b1,Zha16_no_2_tors,274778,4,4,4,0,0,0,UNCHANGED
274795a1,Zha16_no_2_tors,274795,20,20,20,0,0,0,UNCHANGED
274805b1,Zha16_no_2_tors,274805,3,3,3,0,0,0,UNCHANGED
274805d1,Zha16_no_2_tors,274805,3,3,3,0,0,0,UNCHANGED
274821a1,Zha16_no_2_tors,274821,10,10,10,0,0,0,UNCHANGED
274826b1,Zha16_no_2_tors,274826,15,15,15,0,0,0,UNCHANGED
274827b1,Zha16_no_2_tors,274827,3,3,3,0,0,0,UNCHANGED
274858b1,Zha16_no_2_tors,274858,5,5,5,0,0,0,UNCHANGED
274866b1,Zha16_no_2_tors,274866,3,3,3,0,0,0,UNCHANGED
274881c1,Zha16_no_2_tors,274881,9,9,9,0,0,0,UNCHANGED
274893a1,Zha16_no_2_tors,274893,11,11,11,0,0,0,UNCHANGED
274907a1,Zha16_no_2_tors,274907,15,15,9,6,0,0,SHRINK_ONLY
274915a1,Zha16_no_2_tors,274915,7,7,7,0,0,0,UNCHANGED
274918a1,Zha16_no_2_tors,274918,6,6,3,3,0,0,SHRINK_ONLY
274918c1,Zha16_no_2_tors,274918,6,6,3,3,0,0,SHRINK_ONLY
274933a1,Zha16_no_2_tors,274933,18,18,18,0,0,0,UNCHANGED
274947a1,Zha16_no_2_tors,274947,6,6,6,0,0,0,UNCHANGED
274949b1,Zha16_no_2_tors,274949,9,9,9,0,0,0,UNCHANGED
274998c1,Zha16_no_2_tors,274998,8,8,8,0,0,0,UNCHANGED
275005a1,CLZ20,275005,2,2,2,0,0,0,UNCHANGED
275014a1,Zha16_no_2_tors,275014,29,29,29,0,0,0,UNCHANGED
275021a1,CLZ20,275021,1,1,1,0,0,0,UNCHANGED
27502a1,Zha16_no_2_tors,27502,20,20,14,6,0,0,SHRINK_ONLY
275046a1,Zha16_no_2_tors,275046,11,11,11,0,0,0,UNCHANGED
275063a1,CLZ20,275063,2,2,2,0,0,0,UNCHANGED
275090a1,Zha16_no_2_tors,275090,12,12,7,5,0,0,SHRINK_ONLY
27510c1,Zha16_no_2_tors,27510,1,1,1,0,0,0,UNCHANGED
27510z1,Zha16_no_2_tors,27510,1,1,1,0,0,0,UNCHANGED
275115a1,Zha16_no_2_tors,275115,3,3,3,0,0,0,UNCHANGED
27511a1,Zha16_no_2_tors,27511,8,8,8,0,0,0,UNCHANGED
275170g1,Zha16_no_2_tors,275170,1,1,1,0,0,0,UNCHANGED
275170h1,Zha16_no_2_tors,275170,1,1,1,0,0,0,UNCHANGED
275186a1,Zha16_no_2_tors,275186,25,25,25,0,0,0,UNCHANGED
275186c1,Zha16_no_2_tors,275186,25,25,25,0,0,0,UNCHANGED
275190f1,Zha16_no_2_tors,275190,2,2,2,0,0,0,UNCHANGED
275190i1,Zha16_no_2_tors,275190,2,2,2,0,0,0,UNCHANGED
2751c1,CLZ20,2751,1,1,1,0,0,0,UNCHANGED
275235a1,Zha16_no_2_tors,275235,3,3,3,0,0,0,UNCHANGED
27523a1,Zha16_no_2_tors,27523,17,17,17,0,0,0,UNCHANGED
275245a1,Zha16_no_2_tors,275245,25,25,15,10,0,0,SHRINK_ONLY
275259a1,Zha16_no_2_tors,275259,16,16,16,0,0,0,UNCHANGED
275270f1,Zha16_no_2_tors,275270,9,9,5,4,0,0,SHRINK_ONLY
275281a1,CLZ20,275281,3,3,3,0,0,0,UNCHANGED
275307b1,Zha16_no_2_tors,275307,7,7,7,0,0,0,UNCHANGED
275314a1,Zha16_no_2_tors,275314,11,11,11,0,0,0,UNCHANGED
275338d1,Zha16_no_2_tors,275338,4,4,4,0,0,0,UNCHANGED
275341b1,Zha16_no_2_tors,275341,20,20,14,6,0,0,SHRINK_ONLY
275347a1,CLZ20,275347,1,1,1,0,0,0,UNCHANGED
275366c1,Zha16_no_2_tors,275366,1,1,1,0,0,0,UNCHANGED
275378a1,Zha16_no_2_tors,275378,8,8,8,0,0,0,UNCHANGED
275403a1,Zha16_no_2_tors,275403,13,13,13,0,0,0,UNCHANGED
275405a1,Zha16_no_2_tors,275405,5,5,5,0,0,0,UNCHANGED
275442d1,Zha16_no_2_tors,275442,3,3,3,0,0,0,UNCHANGED
275442m1,Zha16_no_2_tors,275442,3,3,3,0,0,0,UNCHANGED
275482a1,Zha16_no_2_tors,275482,6,6,6,0,0,0,UNCHANGED
275483a1,Zha16_no_2_tors,275483,23,23,23,0,0,0,UNCHANGED
275494a1,Zha16_no_2_tors,275494,3,3,3,0,0,0,UNCHANGED
275494b1,Zha16_no_2_tors,275494,3,3,3,0,0,0,UNCHANGED
275505b1,Zha16_no_2_tors,275505,7,7,7,0,0,0,UNCHANGED
275505c1,Zha16_no_2_tors,275505,7,7,7,0,0,0,UNCHANGED
275505e1,Zha16_no_2_tors,275505,7,7,7,0,0,0,UNCHANGED
275505f1,Zha16_no_2_tors,275505,7,7,7,0,0,0,UNCHANGED
275522a1,Zha16_no_2_tors,275522,9,9,6,3,0,0,SHRINK_ONLY
27555a1,Zha16_no_2_tors,27555,3,3,3,0,0,0,UNCHANGED
275565a1,Zha16_no_2_tors,275565,9,9,9,0,0,0,UNCHANGED
275565b1,Zha16_no_2_tors,275565,9,9,9,0,0,0,UNCHANGED
275586b1,Zha16_no_2_tors,275586,5,5,5,0,0,0,UNCHANGED
2755b1,Zha16_no_2_tors,2755,8,8,8,0,0,0,UNCHANGED
275605b1,CLZ20,275605,1,1,1,0,0,0,UNCHANGED
275647a1,Zha16_no_2_tors,275647,17,17,17,0,0,0,UNCHANGED
275647b1,Zha16_no_2_tors,275647,17,17,17,0,0,0,UNCHANGED
275667a1,Zha16_no_2_tors,275667,8,8,8,0,0,0,UNCHANGED
275667b1,Zha16_no_2_tors,275667,8,8,8,0,0,0,UNCHANGED
275694a1,Zha16_no_2_tors,275694,9,9,9,0,0,0,UNCHANGED
275694c1,Zha16_no_2_tors,275694,9,9,9,0,0,0,UNCHANGED
275726a1,Zha16_no_2_tors,275726,3,3,3,0,0,0,UNCHANGED
275745b1,Zha16_no_2_tors,275745,5,5,5,0,0,0,UNCHANGED
275746a1,CLZ20,275746,6,6,6,0,0,0,UNCHANGED
275758a1,Zha16_no_2_tors,275758,10,10,6,4,0,0,SHRINK_ONLY
275770k1,Zha16_no_2_tors,275770,1,1,1,0,0,0,UNCHANGED
275781a1,Zha16_no_2_tors,275781,4,4,4,0,0,0,UNCHANGED
275781b1,Zha16_no_2_tors,275781,4,4,4,0,0,0,UNCHANGED
275793d1,Zha16_no_2_tors,275793,2,2,2,0,0,0,UNCHANGED
275811a1,Zha16_no_2_tors,275811,5,5,5,0,0,0,UNCHANGED
27582d1,Zha16_no_2_tors,27582,10,10,10,0,0,0,UNCHANGED
275835e1,Zha16_no_2_tors,275835,1,1,1,0,0,0,UNCHANGED
275835h1,Zha16_no_2_tors,275835,1,1,1,0,0,0,UNCHANGED
275835l1,Zha16_no_2_tors,275835,1,1,1,0,0,0,UNCHANGED
275835n1,Zha16_no_2_tors,275835,1,1,1,0,0,0,UNCHANGED
275835s1,Zha16_no_2_tors,275835,1,1,1,0,0,0,UNCHANGED
275891d1,Zha16_no_2_tors,275891,10,10,6,4,0,0,SHRINK_ONLY
2758a1,Zha16_no_2_tors,2758,7,7,7,0,0,0,UNCHANGED
2758b1,Zha16_no_2_tors,2758,12,12,9,3,0,0,SHRINK_ONLY
2758d1,Zha16_no_2_tors,2758,7,7,7,0,0,0,UNCHANGED
2758e1,Zha16_no_2_tors,2758,12,12,9,3,0,0,SHRINK_ONLY
2758g1,Zha16_no_2_tors,2758,12,12,9,3,0,0,SHRINK_ONLY
275906f1,Zha16_no_2_tors,275906,6,6,4,2,0,0,SHRINK_ONLY
27590c1,Zha16_no_2_tors,27590,6,6,3,3,0,0,SHRINK_ONLY
27590d1,Zha16_no_2_tors,27590,6,6,3,3,0,0,SHRINK_ONLY
27590o1,Zha16_no_2_tors,27590,6,6,3,3,0,0,SHRINK_ONLY
275910e1,Zha16_no_2_tors,275910,2,2,2,0,0,0,UNCHANGED
27591d1,Zha16_no_2_tors,27591,7,7,7,0,0,0,UNCHANGED
275946c1,Zha16_no_2_tors,275946,1,1,1,0,0,0,UNCHANGED
275946h1,Zha16_no_2_tors,275946,1,1,1,0,0,0,UNCHANGED
275954b1,Zha16_no_2_tors,275954,7,7,4,3,0,0,SHRINK_ONLY
275957a1,Zha16_no_2_tors,275957,18,18,18,0,0,0,UNCHANGED
27595b1,CLZ20,27595,2,2,2,0,0,0,UNCHANGED
275982c1,Zha16_no_2_tors,275982,3,3,3,0,0,0,UNCHANGED
275990g1,Zha16_no_2_tors,275990,3,3,3,0,0,0,UNCHANGED
275997a1,CLZ20,275997,1,1,1,0,0,0,UNCHANGED
276018a1,Zha16_no_2_tors,276018,3,3,3,0,0,0,UNCHANGED
276018c1,Zha16_no_2_tors,276018,3,3,3,0,0,0,UNCHANGED
276029b1,Zha16_no_2_tors,276029,8,8,8,0,0,0,UNCHANGED
276034a1,Zha16_no_2_tors,276034,11,11,9,2,0,0,SHRINK_ONLY
276034c1,Zha16_no_2_tors,276034,11,11,9,2,0,0,SHRINK_ONLY
276045c1,Zha16_no_2_tors,276045,2,2,2,0,0,0,UNCHANGED
276070b1,Zha16_no_2_tors,276070,3,3,3,0,0,0,UNCHANGED
276071a1,Zha16_no_2_tors,276071,30,30,24,6,0,0,SHRINK_ONLY
276086b1,Zha16_no_2_tors,276086,4,4,3,1,0,0,SHRINK_ONLY
276090f1,Zha16_no_2_tors,276090,4,4,4,0,0,0,UNCHANGED
276090j1,Zha16_no_2_tors,276090,4,4,4,0,0,0,UNCHANGED
27610g1,Zha16_no_2_tors,27610,3,3,2,1,0,0,SHRINK_ONLY
276130a1,Zha16_no_2_tors,276130,2,2,2,0,0,0,UNCHANGED
276171b1,Zha16_no_2_tors,276171,9,9,9,0,0,0,UNCHANGED
276178a1,Zha16_no_2_tors,276178,6,6,6,0,0,0,UNCHANGED
27618a1,Zha16_no_2_tors,27618,6,6,6,0,0,0,UNCHANGED
27618b1,Zha16_no_2_tors,27618,6,6,6,0,0,0,UNCHANGED
276214a1,Zha16_no_2_tors,276214,28,28,21,7,0,0,SHRINK_ONLY
276238a1,Zha16_no_2_tors,276238,9,9,6,3,0,0,SHRINK_ONLY
276267a1,Zha16_no_2_tors,276267,10,10,10,0,0,0,UNCHANGED
276269b1,CLZ20,276269,1,1,1,0,0,0,UNCHANGED
276274a1,Zha16_no_2_tors,276274,11,11,7,4,0,0,SHRINK_ONLY
27627a1,Zha16_no_2_tors,27627,15,15,15,0,0,0,UNCHANGED
276283c1,Zha16_no_2_tors,276283,4,4,4,0,0,0,UNCHANGED
276290b1,Zha16_no_2_tors,276290,3,3,3,0,0,0,UNCHANGED
276306e1,CLZ20,276306,2,2,2,0,0,0,UNCHANGED
276331a1,Zha16_no_2_tors,276331,20,20,20,0,0,0,UNCHANGED
276334b1,Zha16_no_2_tors,276334,13,13,13,0,0,0,UNCHANGED
276355a1,Zha16_no_2_tors,276355,5,5,5,0,0,0,UNCHANGED
276430e1,Zha16_no_2_tors,276430,3,3,3,0,0,0,UNCHANGED
276438c1,Zha16_no_2_tors,276438,5,5,5,0,0,0,UNCHANGED
276459b1,Zha16_no_2_tors,276459,16,16,16,0,0,0,UNCHANGED
27645e1,Zha16_no_2_tors,27645,3,3,3,0,0,0,UNCHANGED
276473a1,Zha16_no_2_tors,276473,20,20,20,0,0,0,UNCHANGED
276477b1,Zha16_no_2_tors,276477,5,5,5,0,0,0,UNCHANGED
27649b1,Zha16_no_2_tors,27649,18,18,18,0,0,0,UNCHANGED
276510b1,Zha16_no_2_tors,276510,2,2,2,0,0,0,UNCHANGED
276510h1,Zha16_no_2_tors,276510,2,2,2,0,0,0,UNCHANGED
276510n1,Zha16_no_2_tors,276510,2,2,2,0,0,0,UNCHANGED
276518a1,Zha16_no_2_tors,276518,8,8,6,2,0,0,SHRINK_ONLY
27654g1,Zha16_no_2_tors,27654,2,2,2,0,0,0,UNCHANGED
27654k1,Zha16_no_2_tors,27654,2,2,2,0,0,0,UNCHANGED
276551a1,Zha16_no_2_tors,276551,7,7,7,0,0,0,UNCHANGED
276577a1,Zha16_no_2_tors,276577,11,11,11,0,0,0,UNCHANGED
276578a1,CLZ20,276578,5,5,5,0,0,0,UNCHANGED
276594a1,CLZ20,276594,3,3,3,0,0,0,UNCHANGED
276598b1,Zha16_no_2_tors,276598,2,2,2,0,0,0,UNCHANGED
276619a1,Zha16_no_2_tors,276619,6,6,4,2,0,0,SHRINK_ONLY
276655a1,Zha16_no_2_tors,276655,14,14,14,0,0,0,UNCHANGED
276658a1,Zha16_no_2_tors,276658,2,2,2,0,0,0,UNCHANGED
276658b1,Zha16_no_2_tors,276658,2,2,2,0,0,0,UNCHANGED
276663a1,Zha16_no_2_tors,276663,16,16,16,0,0,0,UNCHANGED
276715a1,Zha16_no_2_tors,276715,19,19,19,0,0,0,UNCHANGED
276718a1,Zha16_no_2_tors,276718,3,3,3,0,0,0,UNCHANGED
276718c1,Zha16_no_2_tors,276718,3,3,3,0,0,0,UNCHANGED
276719a1,Zha16_no_2_tors,276719,23,23,19,4,0,0,SHRINK_ONLY
276738c1,Zha16_no_2_tors,276738,1,1,1,0,0,0,UNCHANGED
276747a1,Zha16_no_2_tors,276747,6,6,6,0,0,0,UNCHANGED
276766b1,Zha16_no_2_tors,276766,3,3,3,0,0,0,UNCHANGED
27678h1,Zha16_no_2_tors,27678,3,3,3,0,0,0,UNCHANGED
27678o1,Zha16_no_2_tors,27678,3,3,3,0,0,0,UNCHANGED
276814e1,Zha16_no_2_tors,276814,24,24,16,8,0,0,SHRINK_ONLY
276815c1,Zha16_no_2_tors,276815,3,3,3,0,0,0,UNCHANGED
276818b1,Zha16_no_2_tors,276818,8,8,6,2,0,0,SHRINK_ONLY
276829a1,CLZ20,276829,1,1,1,0,0,0,UNCHANGED
276834j1,Zha16_no_2_tors,276834,1,1,1,0,0,0,UNCHANGED
27683b1,Zha16_no_2_tors,27683,11,11,11,0,0,0,UNCHANGED
276843d1,CLZ20,276843,1,1,1,0,0,0,UNCHANGED
276870a1,Zha16_no_2_tors,276870,2,2,2,0,0,0,UNCHANGED
276870u1,Zha16_no_2_tors,276870,2,2,2,0,0,0,UNCHANGED
276874a1,Zha16_no_2_tors,276874,4,4,4,0,0,0,UNCHANGED
276874c1,Zha16_no_2_tors,276874,4,4,4,0,0,0,UNCHANGED
276878b1,Zha16_no_2_tors,276878,8,8,8,0,0,0,UNCHANGED
276906f1,Zha16_no_2_tors,276906,2,2,2,0,0,0,UNCHANGED
276915c1,Zha16_no_2_tors,276915,5,5,5,0,0,0,UNCHANGED
276954a1,Zha16_no_2_tors,276954,4,4,4,0,0,0,UNCHANGED
276954b1,Zha16_no_2_tors,276954,4,4,4,0,0,0,UNCHANGED
276963d1,Zha16_no_2_tors,276963,3,3,3,0,0,0,UNCHANGED
276967b1,Zha16_no_2_tors,276967,13,13,13,0,0,0,UNCHANGED
276971d1,CLZ20,276971,1,1,1,0,0,0,UNCHANGED
276978e1,Zha16_no_2_tors,276978,1,1,1,0,0,0,UNCHANGED
276987a1,CLZ20,276987,1,1,1,0,0,0,UNCHANGED
276987b1,Zha16_no_2_tors,276987,11,11,11,0,0,0,UNCHANGED
276990d1,Zha16_no_2_tors,276990,1,1,1,0,0,0,UNCHANGED
276994a1,CLZ20,276994,3,3,3,0,0,0,UNCHANGED
276998b1,Zha16_no_2_tors,276998,7,7,3,4,0,0,SHRINK_ONLY
276998c1,Zha16_no_2_tors,276998,7,7,3,4,0,0,SHRINK_ONLY
276998e1,Zha16_no_2_tors,276998,7,7,3,4,0,0,SHRINK_ONLY
27699c1,Zha16_no_2_tors,27699,2,2,2,0,0,0,UNCHANGED
277005d1,Zha16_no_2_tors,277005,4,4,4,0,0,0,UNCHANGED
277005f1,Zha16_no_2_tors,277005,5,5,5,0,0,0,UNCHANGED
277005h1,Zha16_no_2_tors,277005,4,4,4,0,0,0,UNCHANGED
277014b1,Zha16_no_2_tors,277014,4,4,4,0,0,0,UNCHANGED
277014c1,Zha16_no_2_tors,277014,4,4,4,0,0,0,UNCHANGED
277026a1,CLZ20,277026,1,1,1,0,0,0,UNCHANGED
277030a1,Zha16_no_2_tors,277030,5,5,5,0,0,0,UNCHANGED
277035a1,Zha16_no_2_tors,277035,2,2,2,0,0,0,UNCHANGED
277035g1,Zha16_no_2_tors,277035,2,2,2,0,0,0,UNCHANGED
277053d1,Zha16_no_2_tors,277053,5,5,5,0,0,0,UNCHANGED
277055b1,Zha16_no_2_tors,277055,17,17,17,0,0,0,UNCHANGED
277066b1,Zha16_no_2_tors,277066,4,4,4,0,0,0,UNCHANGED
